service_area_id,worker_id,sido_code,sido_name,sigungu_code,sigungu_name,emd_code,service_area_level,assignment_priority,is_primary_area,max_travel_km,support_type,is_active,dataset_version,import_batch_id
SA000056,W00031,21,부산광역시,21100,사하구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000057,W00032,21,부산광역시,21070,남구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000058,W00032,21,부산광역시,21120,강서구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000059,W00033,21,부산광역시,21070,남구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000060,W00033,21,부산광역시,21140,수영구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000061,W00034,21,부산광역시,21070,남구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000062,W00034,21,부산광역시,21510,기장군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000063,W00035,21,부산광역시,21070,남구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000064,W00035,21,부산광역시,21040,영도구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000065,W00036,21,부산광역시,21070,남구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000066,W00036,21,부산광역시,21060,동래구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000067,W00037,21,부산광역시,21080,북구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000068,W00037,21,부산광역시,21510,기장군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000069,W00038,21,부산광역시,21080,북구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000070,W00038,21,부산광역시,21040,영도구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000071,W00039,21,부산광역시,21080,북구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000072,W00039,21,부산광역시,21060,동래구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000073,W00040,21,부산광역시,21080,북구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000074,W00040,21,부산광역시,21090,해운대구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000075,W00041,21,부산광역시,21080,북구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000076,W00041,21,부산광역시,21110,금정구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000077,W00042,21,부산광역시,21080,북구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000078,W00042,21,부산광역시,21130,연제구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000079,W00043,21,부산광역시,21090,해운대구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000080,W00043,21,부산광역시,21080,북구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000081,W00044,21,부산광역시,21090,해운대구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000082,W00044,21,부산광역시,21110,금정구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000083,W00045,21,부산광역시,21090,해운대구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000084,W00045,21,부산광역시,21130,연제구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000085,W00046,21,부산광역시,21090,해운대구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000086,W00046,21,부산광역시,21150,사상구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000087,W00047,21,부산광역시,21090,해운대구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000088,W00047,21,부산광역시,21030,동구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000089,W00048,21,부산광역시,21090,해운대구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000090,W00048,21,부산광역시,21050,부산진구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000091,W00049,21,부산광역시,21100,사하구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000092,W00049,21,부산광역시,21150,사상구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000093,W00050,21,부산광역시,21100,사하구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000094,W00050,21,부산광역시,21030,동구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000095,W00051,21,부산광역시,21100,사하구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000096,W00051,21,부산광역시,21050,부산진구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000097,W00052,21,부산광역시,21100,사하구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000098,W00052,21,부산광역시,21070,남구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000099,W00053,21,부산광역시,21100,사하구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000100,W00053,21,부산광역시,21090,해운대구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000101,W00054,21,부산광역시,21100,사하구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000102,W00054,21,부산광역시,21120,강서구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000103,W00055,21,부산광역시,21110,금정구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000104,W00055,21,부산광역시,21070,남구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000105,W00056,21,부산광역시,21110,금정구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000106,W00056,21,부산광역시,21090,해운대구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000107,W00057,21,부산광역시,21110,금정구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000108,W00057,21,부산광역시,21120,강서구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000109,W00058,21,부산광역시,21110,금정구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000110,W00058,21,부산광역시,21140,수영구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000111,W00059,21,부산광역시,21110,금정구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000112,W00059,21,부산광역시,21510,기장군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000113,W00060,21,부산광역시,21110,금정구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000114,W00060,21,부산광역시,21040,영도구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000115,W00061,21,부산광역시,21120,강서구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000116,W00061,21,부산광역시,21140,수영구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000117,W00062,21,부산광역시,21120,강서구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000118,W00062,21,부산광역시,21510,기장군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000119,W00063,21,부산광역시,21120,강서구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000120,W00063,21,부산광역시,21040,영도구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000121,W00064,21,부산광역시,21120,강서구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000122,W00064,21,부산광역시,21060,동래구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000123,W00065,21,부산광역시,21120,강서구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000124,W00065,21,부산광역시,21080,북구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000125,W00066,21,부산광역시,21120,강서구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000126,W00066,21,부산광역시,21100,사하구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000127,W00067,21,부산광역시,21130,연제구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000128,W00067,21,부산광역시,21060,동래구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000129,W00068,21,부산광역시,21130,연제구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000130,W00068,21,부산광역시,21080,북구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000131,W00069,21,부산광역시,21130,연제구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000132,W00069,21,부산광역시,21100,사하구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000133,W00070,21,부산광역시,21130,연제구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000134,W00070,21,부산광역시,21120,강서구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000135,W00071,21,부산광역시,21130,연제구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000136,W00071,21,부산광역시,21150,사상구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000137,W00072,21,부산광역시,21130,연제구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000138,W00072,21,부산광역시,21030,동구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000139,W00073,21,부산광역시,21140,수영구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000140,W00073,21,부산광역시,21120,강서구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000141,W00074,21,부산광역시,21140,수영구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000142,W00074,21,부산광역시,21150,사상구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000143,W00075,21,부산광역시,21140,수영구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000144,W00075,21,부산광역시,21030,동구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000145,W00076,21,부산광역시,21140,수영구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000146,W00076,21,부산광역시,21050,부산진구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000147,W00077,21,부산광역시,21140,수영구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000148,W00077,21,부산광역시,21070,남구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000149,W00078,21,부산광역시,21140,수영구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000150,W00078,21,부산광역시,21090,해운대구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000151,W00079,21,부산광역시,21150,사상구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000152,W00079,21,부산광역시,21050,부산진구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000153,W00080,21,부산광역시,21150,사상구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000154,W00080,21,부산광역시,21070,남구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000155,W00081,21,부산광역시,21150,사상구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000156,W00081,21,부산광역시,21090,해운대구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000157,W00082,21,부산광역시,21150,사상구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000158,W00082,21,부산광역시,21110,금정구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000159,W00083,21,부산광역시,21150,사상구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000160,W00083,21,부산광역시,21130,연제구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000161,W00084,21,부산광역시,21150,사상구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000162,W00084,21,부산광역시,21510,기장군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000163,W00085,21,부산광역시,21510,기장군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000164,W00085,21,부산광역시,21110,금정구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000165,W00086,21,부산광역시,21510,기장군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000166,W00086,21,부산광역시,21130,연제구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000167,W00087,21,부산광역시,21510,기장군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000168,W00087,21,부산광역시,21150,사상구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000169,W00088,21,부산광역시,21510,기장군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000170,W00088,21,부산광역시,21040,영도구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000171,W00089,21,부산광역시,21510,기장군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000172,W00089,21,부산광역시,21060,동래구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000173,W00090,21,부산광역시,21510,기장군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000174,W00090,21,부산광역시,21080,북구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000175,W00091,22,대구광역시,22020,동구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000176,W00091,22,대구광역시,22040,남구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000177,W00092,22,대구광역시,22020,동구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000178,W00092,22,대구광역시,22060,수성구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000179,W00093,22,대구광역시,22020,동구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000180,W00093,22,대구광역시,22510,달성군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000181,W00094,22,대구광역시,22020,동구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
